,CITY_JIDT_CD_NM,CTS_JIDT_CD_NM,WT_TYPE_GB_NM,WSTE_M_CODE_NM,WSTE_CODE_NM,WSTE_QTY,TOT_RECY_QTY,TOT_INCI_QTY,TOT_FILL_QTY,TOT_ETC_QTY,PUB_RECY_QTY,PUB_INCI_QTY,PUB_FILL_QTY,PUB_ETC_QTY,SELF_RECY_QTY,SELF_INCI_QTY,SELF_FILL_QTY,SELF_ETC_QTY,COM_RECY_QTY,COM_INCI_QTY,COM_FILL_QTY,COM_ETC_QTY,year
10,전국,합계,종량제방식 등 혼합배출,불연성,소계,2336.5,167.1,769.0,1387.5,11.2,102.9,715.9,1376.4,10.0,0.0,0.0,0,0.0,64.2,53.1,11.1,1.2,2020
11,전국,합계,종량제방식 등 혼합배출,불연성,폐금속류,441.3,27.9,220.5,191.2,2.5,19.1,209.0,189.6,2.5,0.0,0.0,0,0.0,8.8,11.5,1.6,0.0,2020
12,전국,합계,종량제방식 등 혼합배출,불연성,폐유리류,621.8,28.7,281.6,307.9,3.1,23.2,262.9,306.5,3.1,0.0,0.0,0,0.0,5.5,18.7,1.4,0.0,2020
13,전국,합계,종량제방식 등 혼합배출,불연성,폐토사류,180.4,25.8,32.8,121.5,0.1,2.5,27.9,121.3,0.1,0.0,0.0,0,0.0,23.3,4.9,0.2,0.0,2020
14,전국,합계,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,137.7,12.8,15.9,108.1,0.2,1.6,14.8,106.7,0.1,0.0,0.0,0,0.0,11.2,1.1,1.4,0.1,2020
15,전국,합계,종량제방식 등 혼합배출,불연성,연탄재,121.8,23.1,14.7,83.4,0.4,20.7,12.4,82.8,0.4,0.0,0.0,0,0.0,2.4,2.3,0.6,0.0,2020
16,전국,합계,종량제방식 등 혼합배출,불연성,기타,833.2,48.6,203.8,575.5,4.9,35.9,188.7,569.7,3.9,0.0,0.0,0,0.0,12.7,15.1,5.8,1.0,2020
17,전국,합계,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),500.4,32.8,48.2,415.8,3.8,0.1,45.9,411.4,0.0,0.0,0.0,0,0.0,32.7,2.3,4.4,3.8,2020
18,전국,합계,종량제방식 등 혼합배출,기타(배출불명등),EMPTY,213.0,9.3,78.8,125.1,0.0,6.0,29.3,125.1,0.0,0.0,0.0,0,0.0,3.3,49.5,0.0,0.0,2020
19,전국,합계,재활용 가능자원 분리배출,소계,EMPTY,12575.3,11801.9,610.6,155.2,6.9,3307.7,371.9,129.5,2.9,0.0,0.3,0,0.0,8494.2,238.4,25.7,4.0,2020
20,전국,합계,재활용 가능자원 분리배출,폐지류,종이팩,152.5,152.5,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0,0.0,129.2,0.0,0.0,0.0,2020
21,전국,합계,재활용 가능자원 분리배출,폐지류,기타,3663.2,3662.3,0.0,0.0,0.0,421.9,0.0,0.0,0.0,0.0,0.0,0,0.0,3240.4,0.0,0.0,0.0,2020
22,전국,합계,재활용 가능자원 분리배출,고철류,EMPTY,729.8,729.5,0.0,0.0,0.0,74.9,0.0,0.0,0.0,0.0,0.0,0,0.0,654.6,0.0,0.0,0.0,2020
23,전국,합계,재활용 가능자원 분리배출,금속캔,EMPTY,365.4,364.9,0.0,0.0,0.0,74.9,0.0,0.0,0.0,0.0,0.0,0,0.0,290.0,0.0,0.0,0.0,2020
24,전국,합계,재활용 가능자원 분리배출,폐합성수지류,비닐류,1222.6,1222.7,0.0,0.0,0.0,406.0,0.0,0.0,0.0,0.0,0.0,0,0.0,816.7,0.0,0.0,0.0,2020
25,전국,합계,재활용 가능자원 분리배출,폐합성수지류,발포수지류,204.4,204.6,0.0,0.0,0.0,68.5,0.0,0.0,0.0,0.0,0.0,0,0.0,136.1,0.0,0.0,0.0,2020
26,전국,합계,재활용 가능자원 분리배출,폐합성수지류,PET병,600.9,601.0,0.0,0.0,0.0,239.2,0.0,0.0,0.0,0.0,0.0,0,0.0,361.8,0.0,0.0,0.0,2020
27,전국,합계,재활용 가능자원 분리배출,폐합성수지류,기타,1147.5,1147.3,0.0,0.0,0.0,435.6,0.0,0.0,0.0,0.0,0.0,0,0.0,711.7,0.0,0.0,0.0,2020
28,전국,합계,재활용 가능자원 분리배출,폐고무류,EMPTY,25.4,25.4,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0,0.0,23.0,0.0,0.0,0.0,2020
29,전국,합계,재활용 가능자원 분리배출,폐유리병류,EMPTY,799.6,799.2,0.0,0.0,0.0,325.1,0.0,0.0,0.0,0.0,0.0,0,0.0,474.1,0.0,0.0,0.0,2020
30,전국,합계,재활용 가능자원 분리배출,폐의류,EMPTY,225.4,225.4,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0,0.0,218.0,0.0,0.0,0.0,2020
31,전국,합계,재활용 가능자원 분리배출,폐섬유류,EMPTY,74.3,74.3,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,68.3,0.0,0.0,0.0,2020
32,전국,합계,재활용 가능자원 분리배출,조명폐기물,EMPTY,19.1,19.1,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0,0.0,12.6,0.0,0.0,0.0,2020
33,전국,합계,재활용 가능자원 분리배출,폐전지류,EMPTY,114.7,114.7,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0,0.0,110.1,0.0,0.0,0.0,2020
34,전국,합계,재활용 가능자원 분리배출,영농폐기물,농약용기류,7.7,7.7,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0,0.0,1.6,0.0,0.0,0.0,2020
35,전국,합계,재활용 가능자원 분리배출,영농폐기물,폐비닐,457.2,457.3,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.3,0.0,0.0,0.0,2020
36,전국,합계,재활용 가능자원 분리배출,폐식용유,EMPTY,8.2,8.2,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0,0.0,7.1,0.0,0.0,0.0,2020
37,전국,합계,재활용 가능자원 분리배출,폐전기전자제품,EMPTY,204.8,205.1,0.0,0.0,0.0,100.4,0.0,0.0,0.0,0.0,0.0,0,0.0,104.7,0.0,0.0,0.0,2020
38,전국,합계,재활용 가능자원 분리배출,폐가구류,EMPTY,420.1,420.1,0.0,0.0,0.0,257.7,0.0,0.0,0.0,0.0,0.0,0,0.0,162.4,0.0,0.0,0.0,2020
39,전국,합계,재활용 가능자원 분리배출,기타,EMPTY,367.2,367.1,0.0,0.0,0.0,99.3,0.0,0.0,0.0,0.0,0.0,0,0.0,267.8,0.0,0.0,0.0,2020
40,전국,합계,재활용 가능자원 분리배출,재활용 잔재물,EMPTY,1759.6,986.6,610.6,155.2,6.9,373.2,371.9,129.5,2.9,0.0,0.3,0,0.0,613.4,238.4,25.7,4.0,2020
41,전국,합계,음식물류 폐기물 분리배출,EMPTY,EMPTY,12794.9,12482.0,175.6,132.3,4.8,6289.5,175.6,132.2,2.4,63.0,0.0,0,2.4,6129.5,0.0,0.1,0.0,2020
42,서울,소계,합계,EMPTY,EMPTY,8706.0,5572.8,2185.8,946.8,0.9,1040.5,2001.1,942.6,0.0,15.3,0.0,0,0.0,4517.0,184.7,4.2,0.9,2020
43,서울,소계,종량제방식 등 혼합배출,소계,EMPTY,3232.9,113.2,2172.2,946.8,0.9,0.0,1993.8,942.6,0.0,0.0,0.0,0,0.0,113.2,178.4,4.2,0.9,2020
44,서울,소계,종량제방식 등 혼합배출,가연성,소계,2968.1,105.8,2062.7,798.7,0.9,0.0,1902.7,798.7,0.0,0.0,0.0,0,0.0,105.8,160.0,0.0,0.9,2020
45,서울,소계,종량제방식 등 혼합배출,가연성,폐지류,870.9,0.0,585.5,285.6,0.0,0.0,580.8,285.6,0.0,0.0,0.0,0,0.0,0.0,4.7,0.0,0.0,2020
46,서울,소계,종량제방식 등 혼합배출,가연성,폐합성수지류,689.5,23.6,504.2,161.6,0.0,0.0,370.5,161.6,0.0,0.0,0.0,0,0.0,23.6,133.7,0.0,0.0,2020
47,서울,소계,종량제방식 등 혼합배출,가연성,폐고무류,41.3,0.0,28.6,12.9,0.0,0.0,28.5,12.9,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,2020
48,서울,소계,종량제방식 등 혼합배출,가연성,폐섬유류,78.7,1.3,57.6,18.8,0.9,0.0,57.3,18.8,0.0,0.0,0.0,0,0.0,1.3,0.3,0.0,0.9,2020
49,서울,소계,종량제방식 등 혼합배출,가연성,음식물류 폐기물,110.0,0.0,77.7,32.6,0.0,0.0,77.3,32.6,0.0,0.0,0.0,0,0.0,0.0,0.4,0.0,0.0,2020
50,서울,소계,종량제방식 등 혼합배출,가연성,폐목재류,167.1,80.2,70.5,16.6,0.0,0.0,57.1,16.6,0.0,0.0,0.0,0,0.0,80.2,13.4,0.0,0.0,2020
51,서울,소계,종량제방식 등 혼합배출,가연성,기타,1010.8,0.7,739.5,270.9,0.0,0.0,732.0,270.9,0.0,0.0,0.0,0,0.0,0.7,7.5,0.0,0.0,2020
52,서울,소계,종량제방식 등 혼합배출,불연성,소계,228.3,0.0,89.5,138.5,0.0,0.0,88.6,138.5,0.0,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,2020
53,서울,소계,종량제방식 등 혼합배출,불연성,폐금속류,30.6,0.0,14.7,15.9,0.0,0.0,14.6,15.9,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,2020
54,서울,소계,종량제방식 등 혼합배출,불연성,폐유리류,54.0,0.0,25.4,28.4,0.0,0.0,25.1,28.4,0.0,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,2020
55,서울,소계,종량제방식 등 혼합배출,불연성,폐토사류,12.8,0.0,6.1,6.9,0.0,0.0,6.0,6.9,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,2020
56,서울,소계,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,12.1,0.0,6.2,5.8,0.0,0.0,6.1,5.8,0.0,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,2020
57,서울,소계,종량제방식 등 혼합배출,불연성,연탄재,4.4,0.0,0.0,4.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
58,서울,소계,종량제방식 등 혼합배출,불연성,기타,114.8,0.0,37.3,77.6,0.0,0.0,36.9,77.6,0.0,0.0,0.0,0,0.0,0.0,0.4,0.0,0.0,2020
59,서울,소계,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),11.7,7.5,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.5,0.0,4.2,0.0,2020
60,서울,소계,종량제방식 등 혼합배출,기타(배출불명등),EMPTY,25.1,0.0,20.1,5.1,0.0,0.0,2.6,5.1,0.0,0.0,0.0,0,0.0,0.0,17.5,0.0,0.0,2020
61,서울,소계,재활용 가능자원 분리배출,소계,EMPTY,3110.4,3097.0,13.5,0.0,0.0,535.5,7.3,0.0,0.0,0.0,0.0,0,0.0,2561.5,6.2,0.0,0.0,2020
62,서울,소계,재활용 가능자원 분리배출,폐지류,종이팩,54.1,54.1,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0,0.0,44.7,0.0,0.0,0.0,2020
63,서울,소계,재활용 가능자원 분리배출,폐지류,기타,1013.8,1013.8,0.0,0.0,0.0,135.1,0.0,0.0,0.0,0.0,0.0,0,0.0,878.7,0.0,0.0,0.0,2020
64,서울,소계,재활용 가능자원 분리배출,고철류,EMPTY,60.0,60.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0,0.0,48.8,0.0,0.0,0.0,2020
65,서울,소계,재활용 가능자원 분리배출,금속캔,EMPTY,74.9,74.8,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0,0.0,63.2,0.0,0.0,0.0,2020
66,서울,소계,재활용 가능자원 분리배출,폐합성수지류,비닐류,415.1,415.2,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0,0.0,332.2,0.0,0.0,0.0,2020
67,서울,소계,재활용 가능자원 분리배출,폐합성수지류,발포수지류,42.5,42.6,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0,0.0,28.7,0.0,0.0,0.0,2020
68,서울,소계,재활용 가능자원 분리배출,폐합성수지류,PET병,129.8,129.6,0.0,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0,0.0,102.3,0.0,0.0,0.0,2020
69,서울,소계,재활용 가능자원 분리배출,폐합성수지류,기타,350.5,350.5,0.0,0.0,0.0,47.9,0.0,0.0,0.0,0.0,0.0,0,0.0,302.6,0.0,0.0,0.0,2020
70,서울,소계,재활용 가능자원 분리배출,폐고무류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
71,서울,소계,재활용 가능자원 분리배출,폐유리병류,EMPTY,223.0,222.9,0.0,0.0,0.0,44.2,0.0,0.0,0.0,0.0,0.0,0,0.0,178.7,0.0,0.0,0.0,2020
72,서울,소계,재활용 가능자원 분리배출,폐의류,EMPTY,97.3,97.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,96.8,0.0,0.0,0.0,2020
73,서울,소계,재활용 가능자원 분리배출,폐섬유류,EMPTY,30.9,30.9,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0,0.0,27.3,0.0,0.0,0.0,2020
74,서울,소계,재활용 가능자원 분리배출,조명폐기물,EMPTY,4.0,4.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0.0,2020
75,서울,소계,재활용 가능자원 분리배출,폐전지류,EMPTY,1.7,1.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0.0,1.3,0.0,0.0,0.0,2020
76,서울,소계,재활용 가능자원 분리배출,영농폐기물,농약용기류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
77,서울,소계,재활용 가능자원 분리배출,영농폐기물,폐비닐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
78,서울,소계,재활용 가능자원 분리배출,폐식용유,EMPTY,5.3,5.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0,0.0,4.7,0.0,0.0,0.0,2020
79,서울,소계,재활용 가능자원 분리배출,폐전기전자제품,EMPTY,19.2,19.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0,0.0,18.5,0.0,0.0,0.0,2020
80,서울,소계,재활용 가능자원 분리배출,폐가구류,EMPTY,92.0,92.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0,0.0,90.9,0.0,0.0,0.0,2020
81,서울,소계,재활용 가능자원 분리배출,기타,EMPTY,38.7,38.6,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0,0.0,25.0,0.0,0.0,0.0,2020
82,서울,소계,재활용 가능자원 분리배출,재활용 잔재물,EMPTY,457.6,444.1,13.5,0.0,0.0,130.3,7.3,0.0,0.0,0.0,0.0,0,0.0,313.8,6.2,0.0,0.0,2020
83,서울,소계,음식물류 폐기물 분리배출,EMPTY,EMPTY,2362.2,2362.1,0.0,0.0,0.0,504.9,0.0,0.0,0.0,15.3,0.0,0,0.0,1841.9,0.0,0.0,0.0,2020
84,서울,종로구,합계,EMPTY,EMPTY,252.5,143.8,82.9,25.9,0.0,29.8,82.9,25.9,0.0,3.0,0.0,0,0.0,111.0,0.0,0.0,0.0,2020
85,서울,종로구,종량제방식 등 혼합배출,소계,EMPTY,108.8,0.0,82.9,25.9,0.0,0.0,82.9,25.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
86,서울,종로구,종량제방식 등 혼합배출,가연성,소계,101.9,0.0,77.6,24.3,0.0,0.0,77.6,24.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
87,서울,종로구,종량제방식 등 혼합배출,가연성,폐지류,34.6,0.0,26.4,8.2,0.0,0.0,26.4,8.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
88,서울,종로구,종량제방식 등 혼합배출,가연성,폐합성수지류,20.2,0.0,15.4,4.8,0.0,0.0,15.4,4.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
89,서울,종로구,종량제방식 등 혼합배출,가연성,폐고무류,0.7,0.0,0.5,0.2,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
90,서울,종로구,종량제방식 등 혼합배출,가연성,폐섬유류,2.2,0.0,1.7,0.5,0.0,0.0,1.7,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
91,서울,종로구,종량제방식 등 혼합배출,가연성,음식물류 폐기물,2.6,0.0,2.0,0.6,0.0,0.0,2.0,0.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
92,서울,종로구,종량제방식 등 혼합배출,가연성,폐목재류,1.2,0.0,0.9,0.3,0.0,0.0,0.9,0.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
93,서울,종로구,종량제방식 등 혼합배출,가연성,기타,40.4,0.0,30.8,9.6,0.0,0.0,30.8,9.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
94,서울,종로구,종량제방식 등 혼합배출,불연성,소계,7.0,0.0,5.3,1.7,0.0,0.0,5.3,1.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
95,서울,종로구,종량제방식 등 혼합배출,불연성,폐금속류,1.1,0.0,0.8,0.3,0.0,0.0,0.8,0.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
96,서울,종로구,종량제방식 등 혼합배출,불연성,폐유리류,2.1,0.0,1.6,0.5,0.0,0.0,1.6,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
97,서울,종로구,종량제방식 등 혼합배출,불연성,폐토사류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
98,서울,종로구,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,1.0,0.0,0.8,0.2,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
99,서울,종로구,종량제방식 등 혼합배출,불연성,연탄재,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
100,서울,종로구,종량제방식 등 혼합배출,불연성,기타,2.7,0.0,2.1,0.6,0.0,0.0,2.1,0.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
101,서울,종로구,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
102,서울,종로구,종량제방식 등 혼합배출,기타(배출불명등),EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
103,서울,종로구,재활용 가능자원 분리배출,소계,EMPTY,72.3,72.2,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0,0.0,62.3,0.0,0.0,0.0,2020
104,서울,종로구,재활용 가능자원 분리배출,폐지류,종이팩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
105,서울,종로구,재활용 가능자원 분리배출,폐지류,기타,16.3,16.3,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0,0.0,15.4,0.0,0.0,0.0,2020
106,서울,종로구,재활용 가능자원 분리배출,고철류,EMPTY,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.0,0.0,0.0,2020
107,서울,종로구,재활용 가능자원 분리배출,금속캔,EMPTY,1.7,1.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0,0.0,1.4,0.0,0.0,0.0,2020
108,서울,종로구,재활용 가능자원 분리배출,폐합성수지류,비닐류,7.5,7.5,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0,0.0,5.3,0.0,0.0,0.0,2020
109,서울,종로구,재활용 가능자원 분리배출,폐합성수지류,발포수지류,1.1,1.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6,0.0,0.0,0.0,2020
110,서울,종로구,재활용 가능자원 분리배출,폐합성수지류,PET병,4.8,4.8,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0,0.0,4.2,0.0,0.0,0.0,2020
111,서울,종로구,재활용 가능자원 분리배출,폐합성수지류,기타,5.1,5.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0.0,4.7,0.0,0.0,0.0,2020
112,서울,종로구,재활용 가능자원 분리배출,폐고무류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
113,서울,종로구,재활용 가능자원 분리배출,폐유리병류,EMPTY,5.4,5.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,2020
114,서울,종로구,재활용 가능자원 분리배출,폐의류,EMPTY,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.8,0.0,0.0,0.0,2020
115,서울,종로구,재활용 가능자원 분리배출,폐섬유류,EMPTY,12.7,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.7,0.0,0.0,0.0,2020
116,서울,종로구,재활용 가능자원 분리배출,조명폐기물,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
117,서울,종로구,재활용 가능자원 분리배출,폐전지류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
118,서울,종로구,재활용 가능자원 분리배출,영농폐기물,농약용기류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
119,서울,종로구,재활용 가능자원 분리배출,영농폐기물,폐비닐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
120,서울,종로구,재활용 가능자원 분리배출,폐식용유,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
121,서울,종로구,재활용 가능자원 분리배출,폐전기전자제품,EMPTY,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,2020
122,서울,종로구,재활용 가능자원 분리배출,폐가구류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
123,서울,종로구,재활용 가능자원 분리배출,기타,EMPTY,1.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.2,0.0,0.0,0.0,2020
124,서울,종로구,재활용 가능자원 분리배출,재활용 잔재물,EMPTY,12.7,12.7,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0,0.0,8.3,0.0,0.0,0.0,2020
125,서울,종로구,음식물류 폐기물 분리배출,EMPTY,EMPTY,71.4,71.4,0.0,0.0,0.0,19.8,0.0,0.0,0.0,3.0,0.0,0,0.0,48.6,0.0,0.0,0.0,2020
126,서울,중구,합계,EMPTY,EMPTY,300.8,155.9,113.7,31.2,0.0,25.0,113.7,31.2,0.0,0.1,0.0,0,0.0,130.8,0.0,0.0,0.0,2020
127,서울,중구,종량제방식 등 혼합배출,소계,EMPTY,144.8,0.0,113.7,31.2,0.0,0.0,113.7,31.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
128,서울,중구,종량제방식 등 혼합배출,가연성,소계,144.8,0.0,113.7,31.2,0.0,0.0,113.7,31.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
129,서울,중구,종량제방식 등 혼합배출,가연성,폐지류,27.8,0.0,19.1,8.7,0.0,0.0,19.1,8.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2020
