,CITY_JIDT_CD_NM,CTS_JIDT_CD_NM,WT_TYPE_GB_NM,WSTE_M_CODE_NM,WSTE_CODE_NM,WSTE_QTY,TOT_RECY_QTY,TOT_INCI_QTY,TOT_FILL_QTY,TOT_ETC_QTY,PUB_RECY_QTY,PUB_INCI_QTY,PUB_FILL_QTY,PUB_ETC_QTY,SELF_RECY_QTY,SELF_INCI_QTY,SELF_FILL_QTY,SELF_ETC_QTY,COM_RECY_QTY,COM_INCI_QTY,COM_FILL_QTY,COM_ETC_QTY,year
22,전국,합계,재활용 가능자원 분리배출,고철류,EMPTY,1014.5,1014.5,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.5,0.0,0.0,0.0,2019
23,전국,합계,재활용 가능자원 분리배출,금속캔,EMPTY,395.6,395.6,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.6,0.0,0.0,0.0,2019
24,전국,합계,재활용 가능자원 분리배출,폐합성수지류,비닐류,1210.9,1210.9,0.0,0.0,0.0,348.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.5,0.0,0.0,0.0,2019
25,전국,합계,재활용 가능자원 분리배출,폐합성수지류,발포수지류,160.7,160.7,0.0,0.0,0.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.4,0.0,0.0,0.0,2019
26,전국,합계,재활용 가능자원 분리배출,폐합성수지류,PET병,517.2,517.2,0.0,0.0,0.0,196.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.5,0.0,0.0,0.0,2019
27,전국,합계,재활용 가능자원 분리배출,폐합성수지류,기타,715.5,715.5,0.0,0.0,0.0,292.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.3,0.0,0.0,0.0,2019
28,전국,합계,재활용 가능자원 분리배출,폐고무류,EMPTY,35.8,35.8,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,0.0,0.0,0.0,2019
29,전국,합계,재활용 가능자원 분리배출,폐유리병류,EMPTY,772.3,772.3,0.0,0.0,0.0,311.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.1,0.0,0.0,0.0,2019
30,전국,합계,재활용 가능자원 분리배출,폐의류,EMPTY,141.8,141.8,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.4,0.0,0.0,0.0,2019
31,전국,합계,재활용 가능자원 분리배출,폐섬유류,EMPTY,63.1,63.1,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.3,0.0,0.0,0.0,2019
32,전국,합계,재활용 가능자원 분리배출,폐형광등,EMPTY,46.9,46.9,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,0.0,0.0,0.0,2019
33,전국,합계,재활용 가능자원 분리배출,폐전지류,EMPTY,34.2,34.2,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,0.0,0.0,2019
34,전국,합계,재활용 가능자원 분리배출,영농폐기물,농약용기류,61.7,61.7,0.0,0.0,0.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,2019
35,전국,합계,재활용 가능자원 분리배출,영농폐기물,폐비닐,424.0,424.0,0.0,0.0,0.0,212.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.1,0.0,0.0,0.0,2019
36,전국,합계,재활용 가능자원 분리배출,폐식용유,EMPTY,44.3,44.3,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2,0.0,0.0,0.0,2019
37,전국,합계,재활용 가능자원 분리배출,폐전기전자제품,EMPTY,226.7,226.7,0.0,0.0,0.0,129.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1,0.0,0.0,0.0,2019
38,전국,합계,재활용 가능자원 분리배출,폐가구류,EMPTY,439.9,439.9,0.0,0.0,0.0,270.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.3,0.0,0.0,0.0,2019
39,전국,합계,재활용 가능자원 분리배출,기타,EMPTY,304.2,304.2,0.0,0.0,0.0,78.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.1,0.0,0.0,0.0,2019
40,전국,합계,재활용 가능자원 분리배출,재활용 잔재물,EMPTY,1703.7,829.3,658.6,157.0,58.8,287.0,296.9,128.7,12.4,0.0,0.1,0.1,0.0,542.3,361.6,28.2,46.4,2019
41,전국,합계,음식물류 폐기물 분리배출,EMPTY,EMPTY,13138.8,12732.3,237.7,148.7,20.1,6297.6,227.6,144.3,5.2,89.9,1.2,2.6,1.1,6344.8,8.9,1.8,13.8,2019
42,서울,소계,합계,EMPTY,EMPTY,8658.0,5513.1,2165.0,970.4,9.5,1050.2,1892.9,830.6,0.0,4.6,0.0,0.0,0.2,4458.3,272.1,139.8,9.3,2019
43,서울,소계,종량제방식 등 혼합배출,소계,EMPTY,3214.6,138.1,2106.1,961.1,9.3,0.0,1887.6,830.6,0.0,0.0,0.0,0.0,0.0,138.1,218.5,130.5,9.3,2019
44,서울,소계,종량제방식 등 혼합배출,가연성,소계,2925.0,132.8,2000.2,784.7,7.3,0.0,1808.3,700.2,0.0,0.0,0.0,0.0,0.0,132.8,191.9,84.5,7.3,2019
45,서울,소계,종량제방식 등 혼합배출,가연성,폐지류,802.9,6.3,552.3,244.3,0.0,0.0,519.7,202.4,0.0,0.0,0.0,0.0,0.0,6.3,32.6,41.9,0.0,2019
46,서울,소계,종량제방식 등 혼합배출,가연성,폐합성수지류,530.0,35.0,369.8,124.9,0.3,0.0,270.1,113.9,0.0,0.0,0.0,0.0,0.0,35.0,99.7,11.0,0.3,2019
47,서울,소계,종량제방식 등 혼합배출,가연성,폐고무류,67.7,0.2,46.1,21.4,0.0,0.0,39.6,14.0,0.0,0.0,0.0,0.0,0.0,0.2,6.5,7.4,0.0,2019
48,서울,소계,종량제방식 등 혼합배출,가연성,폐섬유류,112.7,2.7,83.0,27.0,0.0,0.0,83.0,27.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2019
49,서울,소계,종량제방식 등 혼합배출,가연성,음식물류 폐기물,127.9,2.0,84.3,41.6,0.0,0.0,74.3,34.7,0.0,0.0,0.0,0.0,0.0,2.0,10.0,6.9,0.0,2019
50,서울,소계,종량제방식 등 혼합배출,가연성,폐목재류,163.1,74.4,62.3,20.4,6.0,0.0,49.9,16.2,0.0,0.0,0.0,0.0,0.0,74.4,12.4,4.2,6.0,2019
51,서울,소계,종량제방식 등 혼합배출,가연성,기타,1120.7,12.2,802.4,305.1,1.0,0.0,771.7,292.0,0.0,0.0,0.0,0.0,0.0,12.2,30.7,13.1,1.0,2019
52,서울,소계,종량제방식 등 혼합배출,불연성,소계,255.3,5.3,103.7,146.3,0.0,0.0,79.2,129.2,0.0,0.0,0.0,0.0,0.0,5.3,24.5,17.1,0.0,2019
53,서울,소계,종량제방식 등 혼합배출,불연성,폐금속류,31.6,1.4,16.5,13.7,0.0,0.0,15.2,12.7,0.0,0.0,0.0,0.0,0.0,1.4,1.3,1.0,0.0,2019
54,서울,소계,종량제방식 등 혼합배출,불연성,폐유리류,55.7,0.7,29.2,25.8,0.0,0.0,26.3,23.6,0.0,0.0,0.0,0.0,0.0,0.7,2.9,2.2,0.0,2019
55,서울,소계,종량제방식 등 혼합배출,불연성,폐토사류,24.7,2.2,5.3,17.2,0.0,0.0,4.2,15.9,0.0,0.0,0.0,0.0,0.0,2.2,1.1,1.3,0.0,2019
56,서울,소계,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,7.6,0.1,5.0,2.5,0.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2019
57,서울,소계,종량제방식 등 혼합배출,불연성,연탄재,3.9,0.0,0.5,3.4,0.0,0.0,0.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
58,서울,소계,종량제방식 등 혼합배출,불연성,기타,131.8,0.9,47.2,83.7,0.0,0.0,28.0,71.1,0.0,0.0,0.0,0.0,0.0,0.9,19.2,12.6,0.0,2019
59,서울,소계,종량제방식 등 혼합배출,건설폐재류,EMPTY,8.1,0.0,0.0,6.1,2.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2.0,2019
60,서울,소계,종량제방식 등 혼합배출,기타(배출불명등),EMPTY,26.2,0.0,2.2,24.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,24.0,0.0,2019
61,서울,소계,재활용 가능자원 분리배출,소계,EMPTY,2865.1,2796.9,58.9,9.3,0.0,344.7,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2452.2,53.6,9.3,0.0,2019
62,서울,소계,재활용 가능자원 분리배출,폐지류,종이팩,200.9,200.9,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.7,0.0,0.0,0.0,2019
63,서울,소계,재활용 가능자원 분리배출,폐지류,기타,745.1,745.1,0.0,0.0,0.0,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.8,0.0,0.0,0.0,2019
64,서울,소계,재활용 가능자원 분리배출,고철류,EMPTY,95.6,95.6,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,0.0,0.0,0.0,2019
65,서울,소계,재활용 가능자원 분리배출,금속캔,EMPTY,114.1,114.1,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.1,0.0,0.0,0.0,2019
66,서울,소계,재활용 가능자원 분리배출,폐합성수지류,비닐류,408.4,408.4,0.0,0.0,0.0,72.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,2019
67,서울,소계,재활용 가능자원 분리배출,폐합성수지류,발포수지류,50.9,50.9,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,0.0,0.0,0.0,2019
68,서울,소계,재활용 가능자원 분리배출,폐합성수지류,PET병,121.8,121.8,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.0,2019
69,서울,소계,재활용 가능자원 분리배출,폐합성수지류,기타,143.0,143.0,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.7,0.0,0.0,0.0,2019
70,서울,소계,재활용 가능자원 분리배출,폐고무류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
71,서울,소계,재활용 가능자원 분리배출,폐유리병류,EMPTY,199.8,199.8,0.0,0.0,0.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.9,0.0,0.0,0.0,2019
72,서울,소계,재활용 가능자원 분리배출,폐의류,EMPTY,33.7,33.7,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0,0.0,2019
73,서울,소계,재활용 가능자원 분리배출,폐섬유류,EMPTY,17.5,17.5,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,2019
74,서울,소계,재활용 가능자원 분리배출,폐형광등,EMPTY,11.2,11.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,2019
75,서울,소계,재활용 가능자원 분리배출,폐전지류,EMPTY,1.1,1.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019
76,서울,소계,재활용 가능자원 분리배출,영농폐기물,농약용기류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
77,서울,소계,재활용 가능자원 분리배출,영농폐기물,폐비닐,23.3,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,2019
78,서울,소계,재활용 가능자원 분리배출,폐식용유,EMPTY,30.7,30.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,0.0,0.0,0.0,2019
79,서울,소계,재활용 가능자원 분리배출,폐전기전자제품,EMPTY,20.0,20.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,2019
80,서울,소계,재활용 가능자원 분리배출,폐가구류,EMPTY,71.1,71.1,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.4,0.0,0.0,0.0,2019
81,서울,소계,재활용 가능자원 분리배출,기타,EMPTY,22.6,22.6,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,2019
82,서울,소계,재활용 가능자원 분리배출,재활용 잔재물,EMPTY,554.3,486.1,58.9,9.3,0.0,107.2,5.3,0.0,0.0,0.0,0.0,0.0,0.0,378.9,53.6,9.3,0.0,2019
83,서울,소계,음식물류 폐기물 분리배출,EMPTY,EMPTY,2578.3,2578.1,0.0,0.0,0.2,705.5,0.0,0.0,0.0,4.6,0.0,0.0,0.2,1868.0,0.0,0.0,0.0,2019
84,서울,종로구,합계,EMPTY,EMPTY,320.1,200.7,79.1,40.3,0.0,54.8,79.1,40.3,0.0,0.4,0.0,0.0,0.0,145.5,0.0,0.0,0.0,2019
85,서울,종로구,종량제방식 등 혼합배출,소계,EMPTY,119.4,0.0,79.1,40.3,0.0,0.0,79.1,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
86,서울,종로구,종량제방식 등 혼합배출,가연성,소계,111.6,0.0,73.9,37.7,0.0,0.0,73.9,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
87,서울,종로구,종량제방식 등 혼합배출,가연성,폐지류,37.8,0.0,25.0,12.8,0.0,0.0,25.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
88,서울,종로구,종량제방식 등 혼합배출,가연성,폐합성수지류,22.2,0.0,14.7,7.5,0.0,0.0,14.7,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
89,서울,종로구,종량제방식 등 혼합배출,가연성,폐고무류,0.7,0.0,0.5,0.2,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
90,서울,종로구,종량제방식 등 혼합배출,가연성,폐섬유류,2.1,0.0,1.4,0.7,0.0,0.0,1.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
91,서울,종로구,종량제방식 등 혼합배출,가연성,음식물류 폐기물,2.9,0.0,1.9,1.0,0.0,0.0,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
92,서울,종로구,종량제방식 등 혼합배출,가연성,폐목재류,1.3,0.0,0.9,0.4,0.0,0.0,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
93,서울,종로구,종량제방식 등 혼합배출,가연성,기타,44.6,0.0,29.5,15.1,0.0,0.0,29.5,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
94,서울,종로구,종량제방식 등 혼합배출,불연성,소계,7.8,0.0,5.2,2.6,0.0,0.0,5.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
95,서울,종로구,종량제방식 등 혼합배출,불연성,폐금속류,1.2,0.0,0.8,0.4,0.0,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
96,서울,종로구,종량제방식 등 혼합배출,불연성,폐유리류,2.4,0.0,1.6,0.8,0.0,0.0,1.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
97,서울,종로구,종량제방식 등 혼합배출,불연성,폐토사류,0.4,0.0,0.3,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
98,서울,종로구,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.6,0.0,0.4,0.2,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
99,서울,종로구,종량제방식 등 혼합배출,불연성,연탄재,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
100,서울,종로구,종량제방식 등 혼합배출,불연성,기타,3.2,0.0,2.1,1.1,0.0,0.0,2.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
101,서울,종로구,종량제방식 등 혼합배출,건설폐재류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
102,서울,종로구,종량제방식 등 혼합배출,기타(배출불명등),EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
103,서울,종로구,재활용 가능자원 분리배출,소계,EMPTY,107.5,107.5,0.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.2,0.0,0.0,0.0,2019
104,서울,종로구,재활용 가능자원 분리배출,폐지류,종이팩,1.7,1.7,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
105,서울,종로구,재활용 가능자원 분리배출,폐지류,기타,5.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,2019
106,서울,종로구,재활용 가능자원 분리배출,고철류,EMPTY,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2019
107,서울,종로구,재활용 가능자원 분리배출,금속캔,EMPTY,3.8,3.8,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2019
108,서울,종로구,재활용 가능자원 분리배출,폐합성수지류,비닐류,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,2019
109,서울,종로구,재활용 가능자원 분리배출,폐합성수지류,발포수지류,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2019
110,서울,종로구,재활용 가능자원 분리배출,폐합성수지류,PET병,6.4,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,2019
111,서울,종로구,재활용 가능자원 분리배출,폐합성수지류,기타,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,2019
112,서울,종로구,재활용 가능자원 분리배출,폐고무류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
113,서울,종로구,재활용 가능자원 분리배출,폐유리병류,EMPTY,8.7,8.7,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,2019
114,서울,종로구,재활용 가능자원 분리배출,폐의류,EMPTY,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2019
115,서울,종로구,재활용 가능자원 분리배출,폐섬유류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
116,서울,종로구,재활용 가능자원 분리배출,폐형광등,EMPTY,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2019
117,서울,종로구,재활용 가능자원 분리배출,폐전지류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
118,서울,종로구,재활용 가능자원 분리배출,영농폐기물,농약용기류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
119,서울,종로구,재활용 가능자원 분리배출,영농폐기물,폐비닐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
120,서울,종로구,재활용 가능자원 분리배출,폐식용유,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
121,서울,종로구,재활용 가능자원 분리배출,폐전기전자제품,EMPTY,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2019
122,서울,종로구,재활용 가능자원 분리배출,폐가구류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
123,서울,종로구,재활용 가능자원 분리배출,기타,EMPTY,10.1,10.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,2019
124,서울,종로구,재활용 가능자원 분리배출,재활용 잔재물,EMPTY,60.1,60.1,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.9,0.0,0.0,0.0,2019
125,서울,종로구,음식물류 폐기물 분리배출,EMPTY,EMPTY,93.2,93.2,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,57.3,0.0,0.0,0.0,2019
126,서울,중구,합계,EMPTY,EMPTY,340.9,170.7,114.7,55.5,0.0,0.0,114.7,55.5,0.0,0.0,0.0,0.0,0.0,170.7,0.0,0.0,0.0,2019
127,서울,중구,종량제방식 등 혼합배출,소계,EMPTY,170.2,0.0,114.7,55.5,0.0,0.0,114.7,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
